country_code,anho,null_count
ABW,1960,21
ABW,1961,21
ABW,1962,21
ABW,1963,21
ABW,1964,21
ABW,1965,21
ABW,1966,21
ABW,1967,21
ABW,1968,21
ABW,1969,21
ABW,1970,21
ABW,1971,21
ABW,1972,21
ABW,1973,21
ABW,1974,21
ABW,1975,21
ABW,1976,21
ABW,1977,21
ABW,1978,21
ABW,1979,21
ABW,1980,21
ABW,1981,21
ABW,1982,21
ABW,1983,21
ABW,1984,21
ABW,1985,21
ABW,1986,21
ABW,1987,21
ABW,1988,21
ABW,1989,21
ABW,1990,21
ABW,1991,21
ABW,1992,21
ABW,1993,21
ABW,1994,21
ABW,1995,21
ABW,1996,21
ABW,1997,21
ABW,1998,21
ABW,1999,21
ABW,2000,21
ABW,2001,21
ABW,2002,21
ABW,2003,21
ABW,2004,21
ABW,2005,21
ABW,2006,21
ABW,2007,21
ABW,2008,21
ABW,2009,21
ABW,2010,21
ABW,2011,21
ABW,2012,21
ABW,2013,21
ABW,2014,21
ABW,2015,21
ABW,2016,21
ABW,2017,21
ABW,2018,21
ABW,2019,21
ABW,2020,21
ABW,2021,21
ABW,2022,21
ABW,2023,21
AFG,1960,21
AFG,1961,21
AFG,1962,21
AFG,1963,21
AFG,1964,21
AFG,1965,21
AFG,1966,21
AFG,1967,21
AFG,1968,21
AFG,1969,21
AFG,1970,21
AFG,1971,21
AFG,1972,21
AFG,1973,21
AFG,1974,21
AFG,1975,21
AFG,1976,21
AFG,1977,21
AFG,1978,21
AFG,1979,21
AFG,1980,21
AFG,1981,21
AFG,1982,21
AFG,1983,21
AFG,1984,21
AFG,1985,21
AFG,1986,21
AFG,1987,21
AFG,1988,21
AFG,1989,21
AFG,1990,21
AFG,1991,21
AFG,1992,21
AFG,1993,21
AFG,1994,21
AFG,1995,21
AFG,1996,21
AFG,1997,21
AFG,1998,21
AFG,1999,21
AFG,2000,21
AFG,2001,21
AFG,2002,21
AFG,2003,21
AFG,2004,21
AFG,2005,21
AFG,2006,20
AFG,2007,20
AFG,2008,20
AFG,2009,21
AFG,2010,20
AFG,2011,20
AFG,2012,20
AFG,2013,21
AFG,2014,20
AFG,2015,21
AFG,2016,19
AFG,2017,21
AFG,2018,20
AFG,2019,21
AFG,2020,20
AFG,2021,21
AFG,2022,21
AFG,2023,21
AGO,1960,21
AGO,1961,21
AGO,1962,21
AGO,1963,21
AGO,1964,21
AGO,1965,21
AGO,1966,21
AGO,1967,21
AGO,1968,21
AGO,1969,21
AGO,1970,21
AGO,1971,21
AGO,1972,21
AGO,1973,21
AGO,1974,21
AGO,1975,21
AGO,1976,21
AGO,1977,21
AGO,1978,21
AGO,1979,21
AGO,1980,21
AGO,1981,21
AGO,1982,21
AGO,1983,21
AGO,1984,21
AGO,1985,21
AGO,1986,21
AGO,1987,21
AGO,1988,21
AGO,1989,21
AGO,1990,21
AGO,1991,21
AGO,1992,21
AGO,1993,21
AGO,1994,21
AGO,1995,21
AGO,1996,21
AGO,1997,21
AGO,1998,21
AGO,1999,21
AGO,2000,5
AGO,2001,21
AGO,2002,20
AGO,2003,21
AGO,2004,20
AGO,2005,21
AGO,2006,20
AGO,2007,21
AGO,2008,5
AGO,2009,21
AGO,2010,20
AGO,2011,21
AGO,2012,20
AGO,2013,21
AGO,2014,20
AGO,2015,21
AGO,2016,20
AGO,2017,21
AGO,2018,4
AGO,2019,21
AGO,2020,20
AGO,2021,21
AGO,2022,21
AGO,2023,21
ALB,1960,21
ALB,1961,21
ALB,1962,21
ALB,1963,21
ALB,1964,21
ALB,1965,21
ALB,1966,21
ALB,1967,21
ALB,1968,21
ALB,1969,21
ALB,1970,21
ALB,1971,21
ALB,1972,21
ALB,1973,21
ALB,1974,21
ALB,1975,21
ALB,1976,21
ALB,1977,21
ALB,1978,21
ALB,1979,21
ALB,1980,21
ALB,1981,21
ALB,1982,21
ALB,1983,21
ALB,1984,21
ALB,1985,21
ALB,1986,21
ALB,1987,21
ALB,1988,21
ALB,1989,21
ALB,1990,21
ALB,1991,21
ALB,1992,21
ALB,1993,21
ALB,1994,21
ALB,1995,21
ALB,1996,6
ALB,1997,21
ALB,1998,21
ALB,1999,21
ALB,2000,20
ALB,2001,21
ALB,2002,4
ALB,2003,21
ALB,2004,20
ALB,2005,5
ALB,2006,20
ALB,2007,21
ALB,2008,5
ALB,2009,21
ALB,2010,20
ALB,2011,21
ALB,2012,5
ALB,2013,21
ALB,2014,5
ALB,2015,6
ALB,2016,4
ALB,2017,5
ALB,2018,2
ALB,2019,5
ALB,2020,0
ALB,2021,21
ALB,2022,21
ALB,2023,21
AND,1960,21
AND,1961,21
AND,1962,21
AND,1963,21
AND,1964,21
AND,1965,21
AND,1966,21
AND,1967,21
AND,1968,21
AND,1969,21
AND,1970,21
AND,1971,21
AND,1972,21
AND,1973,21
AND,1974,21
AND,1975,21
AND,1976,21
AND,1977,21
AND,1978,21
AND,1979,21
AND,1980,21
AND,1981,21
AND,1982,21
AND,1983,21
AND,1984,21
AND,1985,21
AND,1986,21
AND,1987,21
AND,1988,21
AND,1989,21
AND,1990,21
AND,1991,21
AND,1992,21
AND,1993,21
AND,1994,21
AND,1995,21
AND,1996,21
AND,1997,21
AND,1998,21
AND,1999,21
AND,2000,21
AND,2001,21
AND,2002,21
AND,2003,21
AND,2004,21
AND,2005,21
AND,2006,21
AND,2007,21
AND,2008,21
AND,2009,21
AND,2010,21
AND,2011,21
AND,2012,21
AND,2013,21
AND,2014,21
AND,2015,21
AND,2016,21
AND,2017,21
AND,2018,21
AND,2019,21
AND,2020,21
AND,2021,21
AND,2022,21
AND,2023,21
ARE,1960,21
ARE,1961,21
ARE,1962,21
ARE,1963,21
ARE,1964,21
ARE,1965,21
ARE,1966,21
ARE,1967,21
ARE,1968,21
ARE,1969,21
ARE,1970,21
ARE,1971,21
ARE,1972,21
ARE,1973,21
ARE,1974,21
ARE,1975,21
ARE,1976,21
ARE,1977,21
ARE,1978,21
ARE,1979,21
ARE,1980,21
ARE,1981,21
ARE,1982,21
ARE,1983,21
ARE,1984,21
ARE,1985,21
ARE,1986,21
ARE,1987,21
ARE,1988,21
ARE,1989,21
ARE,1990,21
ARE,1991,21
ARE,1992,21
ARE,1993,21
ARE,1994,21
ARE,1995,21
ARE,1996,21
ARE,1997,21
ARE,1998,21
ARE,1999,21
ARE,2000,21
ARE,2001,21
ARE,2002,21
ARE,2003,21
ARE,2004,21
ARE,2005,21
ARE,2006,21
ARE,2007,21
ARE,2008,21
ARE,2009,21
ARE,2010,21
ARE,2011,21
ARE,2012,21
ARE,2013,4
ARE,2014,21
ARE,2015,21
ARE,2016,21
ARE,2017,21
ARE,2018,2
ARE,2019,21
ARE,2020,21
ARE,2021,21
ARE,2022,21
ARE,2023,21
ARG,1960,21
ARG,1961,21
ARG,1962,21
ARG,1963,21
ARG,1964,21
ARG,1965,21
ARG,1966,21
ARG,1967,21
ARG,1968,21
ARG,1969,21
ARG,1970,21
ARG,1971,21
ARG,1972,21
ARG,1973,21
ARG,1974,21
ARG,1975,21
ARG,1976,21
ARG,1977,21
ARG,1978,21
ARG,1979,21
ARG,1980,6
ARG,1981,21
ARG,1982,21
ARG,1983,21
ARG,1984,21
ARG,1985,21
ARG,1986,6
ARG,1987,6
ARG,1988,21
ARG,1989,21
ARG,1990,21
ARG,1991,6
ARG,1992,6
ARG,1993,6
ARG,1994,6
ARG,1995,6
ARG,1996,6
ARG,1997,6
ARG,1998,6
ARG,1999,6
ARG,2000,5
ARG,2001,6
ARG,2002,5
ARG,2003,6
ARG,2004,5
ARG,2005,6
ARG,2006,5
ARG,2007,6
ARG,2008,5
ARG,2009,6
ARG,2010,5
ARG,2011,6
ARG,2012,5
ARG,2013,6
ARG,2014,6
ARG,2015,21
ARG,2016,5
ARG,2017,3
ARG,2018,5
ARG,2019,5
ARG,2020,5
ARG,2021,5
ARG,2022,1
ARG,2023,21
ARM,1960,21
ARM,1961,21
ARM,1962,21
ARM,1963,21
ARM,1964,21
ARM,1965,21
ARM,1966,21
ARM,1967,21
ARM,1968,21
ARM,1969,21
ARM,1970,21
ARM,1971,21
ARM,1972,21
ARM,1973,21
ARM,1974,21
ARM,1975,21
ARM,1976,21
ARM,1977,21
ARM,1978,21
ARM,1979,21
ARM,1980,21
ARM,1981,21
ARM,1982,21
ARM,1983,21
ARM,1984,21
ARM,1985,21
ARM,1986,21
ARM,1987,21
ARM,1988,21
ARM,1989,21
ARM,1990,21
ARM,1991,21
ARM,1992,21
ARM,1993,21
ARM,1994,21
ARM,1995,21
ARM,1996,21
ARM,1997,21
ARM,1998,21
ARM,1999,6
ARM,2000,20
ARM,2001,6
ARM,2002,5
ARM,2003,6
ARM,2004,5
ARM,2005,6
ARM,2006,5
ARM,2007,6
ARM,2008,5
ARM,2009,6
ARM,2010,5
ARM,2011,6
ARM,2012,5
ARM,2013,4
ARM,2014,5
ARM,2015,6
ARM,2016,5
ARM,2017,6
ARM,2018,1
ARM,2019,5
ARM,2020,4
ARM,2021,5
ARM,2022,5
ARM,2023,21
ASM,1960,21
ASM,1961,21
ASM,1962,21
ASM,1963,21
ASM,1964,21
ASM,1965,21
ASM,1966,21
ASM,1967,21
ASM,1968,21
ASM,1969,21
ASM,1970,21
ASM,1971,21
ASM,1972,21
ASM,1973,21
ASM,1974,21
ASM,1975,21
ASM,1976,21
ASM,1977,21
ASM,1978,21
ASM,1979,21
ASM,1980,21
ASM,1981,21
ASM,1982,21
ASM,1983,21
ASM,1984,21
ASM,1985,21
ASM,1986,21
ASM,1987,21
ASM,1988,21
ASM,1989,21
ASM,1990,21
ASM,1991,21
ASM,1992,21
ASM,1993,21
ASM,1994,21
ASM,1995,21
ASM,1996,21
ASM,1997,21
ASM,1998,21
ASM,1999,21
ASM,2000,21
ASM,2001,21
ASM,2002,21
ASM,2003,21
ASM,2004,21
ASM,2005,21
ASM,2006,21
ASM,2007,21
ASM,2008,21
ASM,2009,21
ASM,2010,21
ASM,2011,21
ASM,2012,21
ASM,2013,21
ASM,2014,21
ASM,2015,21
ASM,2016,21
ASM,2017,21
ASM,2018,21
ASM,2019,21
ASM,2020,21
ASM,2021,21
ASM,2022,21
ASM,2023,21
ATG,1960,21
ATG,1961,21
ATG,1962,21
ATG,1963,21
ATG,1964,21
ATG,1965,21
ATG,1966,21
ATG,1967,21
ATG,1968,21
ATG,1969,21
ATG,1970,21
ATG,1971,21
ATG,1972,21
ATG,1973,21
ATG,1974,21
ATG,1975,21
ATG,1976,21
ATG,1977,21
ATG,1978,21
ATG,1979,21
ATG,1980,21
ATG,1981,21
ATG,1982,21
ATG,1983,21
ATG,1984,21
ATG,1985,21
ATG,1986,21
ATG,1987,21
ATG,1988,21
ATG,1989,21
ATG,1990,21
ATG,1991,21
ATG,1992,21
ATG,1993,21
ATG,1994,21
ATG,1995,21
ATG,1996,21
ATG,1997,21
ATG,1998,21
ATG,1999,21
ATG,2000,21
ATG,2001,21
ATG,2002,21
ATG,2003,21
ATG,2004,21
ATG,2005,21
ATG,2006,21
ATG,2007,21
ATG,2008,21
ATG,2009,21
ATG,2010,21
ATG,2011,21
ATG,2012,21
ATG,2013,21
ATG,2014,21
ATG,2015,21
ATG,2016,21
ATG,2017,21
ATG,2018,21
ATG,2019,21
ATG,2020,21
ATG,2021,21
ATG,2022,21
ATG,2023,21
AUS,1960,21
AUS,1961,21
AUS,1962,21
AUS,1963,21
AUS,1964,21
AUS,1965,21
AUS,1966,21
AUS,1967,21
AUS,1968,21
AUS,1969,21
AUS,1970,21
AUS,1971,21
AUS,1972,21
AUS,1973,21
AUS,1974,21
AUS,1975,21
AUS,1976,21
AUS,1977,21
AUS,1978,21
AUS,1979,21
AUS,1980,21
AUS,1981,6
AUS,1982,21
AUS,1983,21
AUS,1984,21
AUS,1985,6
AUS,1986,21
AUS,1987,21
AUS,1988,21
AUS,1989,6
AUS,1990,21
AUS,1991,21
AUS,1992,21
AUS,1993,21
AUS,1994,21
AUS,1995,6
AUS,1996,21
AUS,1997,21
AUS,1998,21
AUS,1999,21
AUS,2000,21
AUS,2001,6
AUS,2002,21
AUS,2003,6
AUS,2004,6
AUS,2005,21
AUS,2006,21
AUS,2007,21
AUS,2008,6
AUS,2009,21
AUS,2010,6
AUS,2011,21
AUS,2012,21
AUS,2013,21
AUS,2014,4
AUS,2015,21
AUS,2016,6
AUS,2017,21
AUS,2018,2
AUS,2019,21
AUS,2020,21
AUS,2021,21
AUS,2022,21
AUS,2023,21
AUT,1960,21
AUT,1961,21
AUT,1962,21
AUT,1963,21
AUT,1964,21
AUT,1965,21
AUT,1966,21
AUT,1967,21
AUT,1968,21
AUT,1969,21
AUT,1970,21
AUT,1971,21
AUT,1972,21
AUT,1973,21
AUT,1974,21
AUT,1975,21
AUT,1976,21
AUT,1977,21
AUT,1978,21
AUT,1979,21
AUT,1980,21
AUT,1981,21
AUT,1982,21
AUT,1983,21
AUT,1984,21
AUT,1985,21
AUT,1986,21
AUT,1987,21
AUT,1988,21
AUT,1989,21
AUT,1990,21
AUT,1991,21
AUT,1992,21
AUT,1993,21
AUT,1994,6
AUT,1995,6
AUT,1996,6
AUT,1997,6
AUT,1998,6
AUT,1999,6
AUT,2000,5
AUT,2001,21
AUT,2002,19
AUT,2003,5
AUT,2004,4
AUT,2005,5
AUT,2006,4
AUT,2007,5
AUT,2008,5
AUT,2009,5
AUT,2010,5
AUT,2011,5
AUT,2012,5
AUT,2013,5
AUT,2014,5
AUT,2015,5
AUT,2016,3
AUT,2017,5
AUT,2018,5
AUT,2019,5
AUT,2020,5
AUT,2021,1
AUT,2022,21
AUT,2023,21
AZE,1960,21
AZE,1961,21
AZE,1962,21
AZE,1963,21
AZE,1964,21
AZE,1965,21
AZE,1966,21
AZE,1967,21
AZE,1968,21
AZE,1969,21
AZE,1970,21
AZE,1971,21
AZE,1972,21
AZE,1973,21
AZE,1974,21
AZE,1975,21
AZE,1976,21
AZE,1977,21
AZE,1978,21
AZE,1979,21
AZE,1980,21
AZE,1981,21
AZE,1982,21
AZE,1983,21
AZE,1984,21
AZE,1985,21
AZE,1986,21
AZE,1987,21
AZE,1988,21
AZE,1989,21
AZE,1990,21
AZE,1991,21
AZE,1992,21
AZE,1993,21
AZE,1994,21
AZE,1995,6
AZE,1996,21
AZE,1997,21
AZE,1998,21
AZE,1999,21
AZE,2000,20
AZE,2001,5
AZE,2002,5
AZE,2003,6
AZE,2004,5
AZE,2005,6
AZE,2006,20
AZE,2007,20
AZE,2008,19
AZE,2009,20
AZE,2010,19
AZE,2011,20
AZE,2012,19
AZE,2013,21
AZE,2014,21
AZE,2015,21
AZE,2016,21
AZE,2017,21
AZE,2018,21
AZE,2019,21
AZE,2020,21
AZE,2021,21
AZE,2022,21
AZE,2023,21
BDI,1960,21
BDI,1961,21
BDI,1962,21
BDI,1963,21
BDI,1964,21
BDI,1965,21
BDI,1966,21
BDI,1967,21
BDI,1968,21
BDI,1969,21
BDI,1970,21
BDI,1971,21
BDI,1972,21
BDI,1973,21
BDI,1974,21
BDI,1975,21
BDI,1976,21
BDI,1977,21
BDI,1978,21
BDI,1979,21
BDI,1980,21
BDI,1981,21
BDI,1982,21
BDI,1983,21
BDI,1984,21
BDI,1985,21
BDI,1986,21
BDI,1987,21
BDI,1988,21
BDI,1989,21
BDI,1990,21
BDI,1991,21
BDI,1992,6
BDI,1993,21
BDI,1994,21
BDI,1995,21
BDI,1996,21
BDI,1997,21
BDI,1998,6
BDI,1999,21
BDI,2000,20
BDI,2001,21
BDI,2002,20
BDI,2003,21
BDI,2004,20
BDI,2005,21
BDI,2006,4
BDI,2007,21
BDI,2008,20
BDI,2009,21
BDI,2010,20
BDI,2011,21
BDI,2012,20
BDI,2013,5
BDI,2014,20
BDI,2015,21
BDI,2016,20
BDI,2017,21
BDI,2018,20
BDI,2019,21
BDI,2020,5
BDI,2021,21
BDI,2022,21
BDI,2023,21
BEL,1960,21
BEL,1961,21
BEL,1962,21
BEL,1963,21
BEL,1964,21
BEL,1965,21
BEL,1966,21
BEL,1967,21
BEL,1968,21
BEL,1969,21
BEL,1970,21
BEL,1971,21
BEL,1972,21
BEL,1973,21
BEL,1974,21
BEL,1975,21
BEL,1976,21
BEL,1977,21
BEL,1978,21
BEL,1979,21
BEL,1980,21
BEL,1981,21
